,label,title,text
69837,2,Lute Olson Keeps Drawing Talent to Tucson (AP),"AP - Lute Olson turned 70 last month, not that anyone would know it by looking at him or his basketball program. He remains a towering, imposing presence, in excellent physical shape thanks to regular workouts and brisk 70-minute walks each morning in the hills around his home. The white hair is still perfect. And the basketball talent keeps rolling in to Tucson."
23233,4,"Students, college face off over Wi-Fi","University of Texas bans students' private Wi-Fi hot spots, saying they block access to a campus wireless network."
112683,1,Yushchenko in hospital for tests,Ukraine's presidential candidate Viktor Yushchenko is having tests in Austria into his mystery illness.
68926,1,Africa 's big plan  'disappointing ',One of the architects of Africa 's home-grown plan for economic development has launched a scathing attack on its achievements.
101179,2,Dechy takes France into final,UNDER-STRENGTH France reached their third Fed Cup final when they took an unbeatable 3-0 lead in their semi-final against Spain today.
59776,4,"Touches of Weird, Done Best in Japan","NO one does weird quite as well as Japanese game designers and animators. In this spirit, three new video games bring the bizarre home."
52171,3,"Exit Blog, Enter Legg",A high-profile departure and a higher-profile purchase mean nothing ever gets boring at Google.
38231,3,Alitalia reaches deal with unions to split firm,"Italy 's loss-making Alitalia has reached a deal with its unions to split the state-controlled airline in two, helping secure the company 's immediate future and opening the way for partial privatization."
81463,3,Ontario Finance Minister Says Deficit Is Unchanged at C$2.2 Bln,"Ontario Finance Minister Greg Sorbara said government spending and revenue rose almost equally in the first six months of the fiscal year, leaving the provincial budget deficit unchanged "
32992,3,Executives Say MCI Is Looking for Buyers,"MCI, the troubled telecommunications company, has quietly begun shopping itself to potential buyers, executives involved in the sale process said."
41853,2,AL Wrap: Red Sox Down Devil Rays to Clinch Playoff Spot,Manny Ramirez belted his league-leading 43rd homer and Johnny Damon hit a three-run shot as the Boston Red Sox clinched a playoff spot with a 7-3 win over the Tampa Bay Devil Rays in St Petersburg on Monday.
6584,1,Singapore backs Beijing on Taiwan,"SINGAPORE 'S new leader tried to mend fences with China today, saying the city-state would back Beijing if Taipei  ""provoked "" armed conflict across the Taiwan Strait."
97846,3,NZ  'friends ' to push for free trade with US,"New Zealand 's  ""friends "" in Washington will soon make another push to have the administration consider a free trade agreement (FTA) between the United States and NZ, Prime Minister Helen Clark said yesterday."
113264,1,"Portugal PM, Cabinet Submit Resignations"," LISBON (Reuters) - Portugal's prime minister said on  Saturday he and his cabinet had submitted their resignations, a  move that came a day after a snap election was called."
21396,2,Athletics not worth the price,"Big-time college athletic departments who assert that their teams ' success leads to increased alumni donations and a better applicant pool have created an  ""arms "
31700,2,Rox ask Kennedy to derail Dodgers,com. Rockies lefty Joe Kennedy will make his second start against the Los Angeles Dodgers this season on Saturday at Coors Field in Game 2 of a three-game set.
35340,2,"Jacques Villeneuve, Schumacher, other Formula One stars arrive in <b>...</b>","World champion Michael Schumacher arrived in Shanghai on Wednesday, along with a host of other Formula One stars, as preparations got underway for the debut of the Chinese Grand Prix."
62822,3,Greenspan on Oil,"In a speech on Friday, Alan Greenspan, chairman of the Federal Reserve, gave qualified reassurance on the adequacy of future global oil supplies to meet rising demandat least through a mid-century transition to a new primary energy source."
98665,1,Barrot overshadows new EU executive,French transport commissioner Jacques Barrot is under pressure to explain to MEPs why he did not mention his involvement in a French political party funding scandal.
8657,3,Chief Says Time Running Out for Alitalia,"State carrier Alitalia could be faced with collapse within 20 days without the approval a restructuring plan that would allow the airline to tap into a euro400 million (US$488 million) loan, the company 's head was quoted as saying in Italian news reports "
107898,3,VW Offers Insurance to Lure U.S. Buyers," FRANKFURT (Reuters) - The U.S. unit of Volkswagen will  offer a year of free car insurance to customers in two states  as a way of attracting business, Europe's biggest automaker  said on Monday."
76262,4,BellSouths RealPages to Sell Google AdWords,"BellSouth's RealPages to Sell Google AdWords\\RealPages.com from BellSouth yellow pages and Google today announced an agreement whereby RealPages.com will become the first yellow pages publisher authorized to sell advertising through Google AdWords(R) to small and medium-sized local businesses. Under the multi-year agreement, BellSouth will include Google AdWords as an integral ..."
105515,3,Midway Games Buys Videogame Company,"Midway Games Inc. said Tuesday that it acquired Paradox Development, the studio now developing Midway 's upcoming Mortal Kombat:Shaolin Monks videogame, for 333,334 Midway common shares."
30328,2,Schilling Gets 20th As Red Sox Beat D-Rays (AP),"AP - Curt Schilling became the first 20-game winner in the major leagues this season, reaching the mark for the third time in four years and leading the Boston Red Sox to an 11-4 victory over the Tampa Bay Devil Rays on Thursday night."
52216,1,African Force for Darfur Not Yet Ready (AP),"AP - The United Nations and the United States expressed concern that it could take until early next year to deploy a 4,000-strong African Union force to Sudan's conflict-ridden Darfur region and called for much speedier action."
71954,1,AP: Queen Noor Appeals to Muslim Moderates,"Queen Noor of Jordan speaks during an interview with The Associated Press at a hotel in downtown Bogota, Colombia, Sunday, Oct. 24, 2004."
28783,1,Putin 's power grab,"We have long maintained ambivalence toward Russian President Vladimir Putin. On the one hand, he is trying to pull his backward nation out of decades of communism-spawned doldrums to a take a leading place in the democratic world."
380,4,AOL Launches PC Line,"AOL courts novices, Spanish-speakers with budget PC that includes a year of AOL service."
72867,1,"Svenska Cellulosa to Slash 1,200 Jobs (AP)","AP - Papermaker and forest products company Svenska Cellulosa AB said Tuesday it would cut 1,200 jobs, or 2.4 percent of its overall work force, as it seeks to cut costs amid competition from rivals and declining demand. Most of the job losses will be at plants in France and the Netherlands."
53119,3,September Storms Left Retailers All Wet," NEW YORK (Reuters) - Top U.S. retailers, including Wal-Mart  Stores Inc. <A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=WMT.N target=/stocks/quickinfo/fullquote"">WMT.N</A>, reported lackluster September sales on  Thursday, as warm weather and string of hurricanes that  battered the East Coast dampened buying."
74302,1,British Troops Head North for Mission Near Baghdad, BAGHDAD (Reuters) - British troops moved north from Basra  Wednesday to take over a deadly area near Baghdad and free up  U.S. troops for a possible attack on Falluja.
29541,3,Lakewood wins over Del Webb for top rating from JD Power,"The hometown favorite, Hoffman Estates-based Lakewood Homes, can put its fourth consecutive consumer satisfaction trophy on the shelf, besting national home builders with major presence in the Chicago area market."
81769,2,Trio of talented backs lift Vikings,Minnesota Vikings running back Michael Bennett watched the season 's first five games from the sideline with a knee injury. Anxiety over recovering from injury eventually led to concern 
3142,4,Product Review: Business PC Roundup - Part 2 (NewsFactor),"NewsFactor - Over the last several weeks, NewsFactor has looked at ten of the market's best-known and most sought-after business computers. Each has its strengths and weaknesses. The difficult part is finding the one that strikes the best balance between merits and flaws."
72191,4,Online Music Site Settles Copyright Suit (AP),AP - The operators of a Spanish-based Web site that sold music downloads have agreed to pay  $10.5 million to settle a copyright infringement lawsuit brought by several recording companies.
